Event,Name,Stroke,Time1,Time2,Time3
4,Samantha,breaststroke,00:49:630934,00:49:442659,00:49:272633
5,Emma,freestyle,00:37:579897,00:37:404263,00:37:257410
5,Emma,backstroke,01:10:702313,01:11:036651,01:10:877956
5,Emma,butterfly,00:44:465048,00:44:637834,00:44:073217
5,Emma,breaststroke,00:58:542930,00:57:819273,00:58:209595
5,Olivia,freestyle,00:48:103653,00:48:727942,00:48:074160
5,Olivia,backstroke,00:46:522860,00:45:792092,00:46:321188
5,Olivia,butterfly,01:02:627098,01:02:733064,01:02:552893
5,Olivia,breaststroke,00:58:766735,00:59:121566,00:59:195952
5,Sophia,freestyle,00:59:937147,00:59:500316,00:59:412653
5,Sophia,backstroke,00:51:091681,00:50:764210,00:50:459913
5,Sophia,butterfly,00:56:746080,00:56:791452,00:57:178113
5,Sophia,breaststroke,00:56:404628,00:57:253691,00:57:230741
5,Ava,freestyle,01:09:987488,01:09:877746,01:10:649125
5,Ava,backstroke,00:59:486249,00:59:444800,00:59:900944
5,Ava,butterfly,00:47:876856,00:47:558874,00:47:839263
5,Ava,breaststroke,00:40:187950,00:39:704657,00:39:608599
5,Isabella,freestyle,00:43:970844,00:43:892116,00:43:578849
5,Isabella,backstroke,01:05:378645,01:05:406520,01:05:240860
5,Isabella,butterfly,00:48:058754,00:47:767283,00:47:870534
5,Isabella,breaststroke,00:57:054638,00:56:875746,00:56:966804
5,Mia,freestyle,01:10:234092,01:10:108030,01:10:286937
5,Mia,backstroke,01:07:933096,01:08:059886,01:08:140158
5,Mia,butterfly,01:13:536780,01:12:828656,01:12:691941
5,Mia,breaststroke,01:00:636372,01:01:476281,01:00:933708
5,Abigail,freestyle,00:58:993448,00:59:252910,00:59:367866
5,Abigail,backstroke,01:01:490088,01:01:507578,01:01:292554
5,Abigail,butterfly,00:56:239327,00:55:759672,00:55:739613
5,Abigail,breaststroke,00:58:886585,00:59:816221,00:59:396457
5,Emily,freestyle,00:55:941841,00:55:919097,00:55:490391
5,Emily,backstroke,00:51:037422,00:51:810041,00:51:514335
5,Emily,butterfly,01:05:872314,01:05:911136,01:06:553868
5,Emily,breaststroke,01:10:074477,01:09:606181,01:09:595955
5,Charlotte,freestyle,01:07:635893,01:07:662004,01:07:241705
5,Charlotte,backstroke,00:57:682152,00:57:328315,00:58:060435
5,Charlotte,butterfly,00:48:873742,00:48:523491,00:48:633120
5,Charlotte,breaststroke,00:55:546191,00:54:760901,00:55:059143
5,Harper,freestyle,00:53:581279,00:52:970214,00:53:406297
5,Harper,backstroke,01:03:805804,01:03:802298,01:03:521996
5,Harper,butterfly,01:14:246349,01:13:826551,01:13:594135
5,Harper,breaststroke,01:08:109216,01:08:302967,01:08:394526
5,Madison,freestyle,00:52:636099,00:53:234369,00:53:114635
5,Madison,backstroke,00:55:391869,00:55:121101,00:55:549232
5,Madison,butterfly,00:40:029112,00:39:830605,00:40:575844
5,Madison,breaststroke,00:50:379255,00:51:031435,00:50:921787
5,Amelia,freestyle,00:44:980437,00:44:841656,00:45:411186
5,Amelia,backstroke,00:59:220742,00:59:845628,00:59:778882
5,Amelia,butterfly,00:49:908446,00:49:722071,00:50:292735
5,Amelia,breaststroke,01:00:660533,01:00:272264,00:59:989936
5,Elizabeth,freestyle,00:49:234805,00:49:196590,00:49:050622
5,Elizabeth,backstroke,00:48:744736,00:48:618116,00:48:512145
5,Elizabeth,butterfly,00:50:637326,00:49:939043,00:50:214754
5,Elizabeth,breaststroke,00:53:526891,00:53:074472,00:53:951248
5,Sofia,freestyle,01:00:331493,01:00:020019,00:59:782386
5,Sofia,backstroke,01:01:016265,01:00:926437,01:00:304722
5,Sofia,butterfly,00:50:276326,00:50:645385,00:50:704085
5,Sofia,breaststroke,01:02:570781,01:02:855124,01:03:371895
5,Evelyn,freestyle,00:46:199810,00:46:445677,00:46:586247
5,Evelyn,backstroke,01:03:953954,01:03:661671,01:03:315654
5,Evelyn,butterfly,00:48:169171,00:47:950957,00:48:570917
5,Evelyn,breaststroke,01:00:397454,01:00:555805,01:00:699533
5,Avery,freestyle,00:54:721536,00:54:466926,00:54:701781
5,Avery,backstroke,01:04:530904,01:04:575263,01:05:018672
5,Avery,butterfly,00:49:390538,00:49:548093,00:50:079871
5,Avery,breaststroke,00:45:063770,00:44:344626,00:44:607525
5,Chloe,freestyle,00:58:814637,00:58:595375,00:58:670686
5,Chloe,backstroke,01:03:922082,01:04:247031,01:04:119131
5,Chloe,butterfly,01:06:110054,01:06:789310,01:07:052253
5,Chloe,breaststroke,00:50:209099,00:49:868771,00:50:610326
5,Ella,freestyle,01:15:479973,01:14:917638,01:14:990321
5,Ella,backstroke,00:56:356148,00:56:070171,00:55:592678
5,Ella,butterfly,01:02:581053,01:02:592695,01:03:279488
5,Ella,breaststroke,01:02:341010,01:02:607398,01:02:471838
5,Grace,freestyle,01:03:545983,01:03:134293,01:03:570557
5,Grace,backstroke,00:53:785615,00:53:854335,00:52:980104
5,Grace,butterfly,01:11:850503,01:12:349999,01:12:088812
5,Grace,breaststroke,00:47:680526,00:48:023922,00:48:391383
5,Victoria,freestyle,01:09:708416,01:09:364951,01:08:949853
5,Victoria,backstroke,00:57:424253,00:57:366074,00:58:128748
5,Victoria,butterfly,01:07:223742,01:07:706760,01:07:843011
5,Victoria,breaststroke,01:03:921145,01:04:068006,01:04:176081
5,Aubrey,freestyle,00:48:848526,00:48:785037,00:49:248081
5,Aubrey,backstroke,00:47:471319,00:47:861901,00:47:390318
5,Aubrey,butterfly,00:52:312212,00:52:356949,00:52:131683
5,Aubrey,breaststroke,01:00:982603,01:00:814780,01:00:707788
5,Scarlett,freestyle,00:59:548475,00:59:918284,01:00:142955
5,Scarlett,backstroke,00:49:539456,00:49:352151,00:49:440682
5,Scarlett,butterfly,00:49:856514,00:49:695923,00:49:207636
5,Scarlett,breaststroke,01:13:402137,01:13:331295,01:13:076873
5,Zoey,freestyle,00:58:908626,00:58:555157,00:58:663703
5,Zoey,backstroke,00:46:583955,00:46:528007,00:46:962101
5,Zoey,butterfly,00:55:911322,00:55:767192,00:55:455358
5,Zoey,breaststroke,00:49:460242,00:50:037794,00:49:328518
5,Addison,freestyle,00:53:288172,00:52:667967,00:53:305343
5,Addison,backstroke,00:40:582282,00:40:426417,00:40:775765
5,Addison,butterfly,00:48:563890,00:48:885450,00:49:230565
5,Addison,breaststroke,01:06:672207,01:06:830622,01:06:132372
5,Lily,freestyle,00:50:881857,00:51:575718,00:50:897544
5,Lily,backstroke,01:05:755666,01:06:129273,01:06:532105
5,Lily,butterfly,01:06:698533,01:06:203044,01:06:784447
5,Lily,breaststroke,00:59:092096,00:59:193920,00:59:114917
5,Lillian,freestyle,00:39:196451,00:38:308315,00:38:781952
5,Lillian,backstroke,01:06:371672,01:07:019319,01:06:357653
5,Lillian,butterfly,00:54:479822,00:54:230737,00:54:528486
5,Lillian,breaststroke,00:41:798313,00:41:795902,00:41:492789
5,Natalie,freestyle,00:44:156607,00:44:643522,00:44:525641
5,Natalie,backstroke,01:09:170756,01:09:277327,01:09:430919
5,Natalie,butterfly,00:50:567459,00:51:134396,00:51:152788
5,Natalie,breaststroke,01:09:917644,01:10:232335,01:09:861734
5,Hannah,freestyle,01:06:150875,01:06:235916,01:05:775719
5,Hannah,backstroke,00:59:854846,01:00:589392,01:00:694633
5,Hannah,butterfly,00:59:632035,00:59:533401,00:59:540734
5,Hannah,breaststroke,00:59:188622,00:59:433056,00:58:883323
5,Aria,freestyle,01:00:078059,01:00:797437,01:01:006948
5,Aria,backstroke,00:43:481342,00:43:604265,00:43:186107
5,Aria,butterfly,00:59:930877,01:00:263365,01:00:457768
5,Aria,breaststroke,00:53:747432,00:53:844830,00:52:914931
5,Layla,freestyle,01:01:526714,01:01:193980,01:01:363048
5,Layla,backstroke,00:54:129785,00:54:573190,00:54:126824
5,Layla,butterfly,00:36:592157,00:36:629977,00:35:872307
5,Layla,breaststroke,00:41:367024,00:40:730517,00:40:593995
5,Brooklyn,freestyle,00:54:975749,00:54:388713,00:54:624905
5,Brooklyn,backstroke,01:01:025895,01:00:861702,01:00:517923
5,Brooklyn,butterfly,01:00:366924,01:00:413208,01:00:217293
5,Brooklyn,breaststroke,01:06:176951,01:05:779672,01:06:423342
5,Alexa,freestyle,00:41:630448,00:41:880850,00:41:387535
5,Alexa,backstroke,00:43:255315,00:43:287572,00:43:780403
5,Alexa,butterfly,00:53:912309,00:53:453535,00:53:829169
5,Alexa,breaststroke,00:54:196359,00:54:192986,00:54:417335
5,Zoe,freestyle,00:41:116427,00:40:918263,00:41:141235
5,Zoe,backstroke,01:02:339919,01:01:704652,01:01:952864
5,Zoe,butterfly,00:56:959606,00:57:786852,00:56:958605
5,Zoe,breaststroke,00:37:353150,00:37:942152,00:37:001172
5,Penelope,freestyle,00:51:067455,00:50:809454,00:50:931202
5,Penelope,backstroke,00:55:054845,00:55:195307,00:55:452543
5,Penelope,butterfly,00:42:145797,00:41:996036,00:41:504063
5,Penelope,breaststroke,00:44:800980,00:44:282102,00:45:210940
5,Riley,freestyle,01:02:057809,01:01:690696,01:01:911819
5,Riley,backstroke,00:59:795347,00:59:927237,00:59:862956
5,Riley,butterfly,00:52:720085,00:52:653899,00:52:962670
5,Riley,breaststroke,01:11:483471,01:11:971936,01:11:908133
5,Leah,freestyle,00:48:069973,00:48:038527,00:48:536201
5,Leah,backstroke,00:52:854657,00:52:981900,00:52:976371
5,Leah,butterfly,00:45:306157,00:46:009516,00:45:051146
5,Leah,breaststroke,01:14:769599,01:15:532035,01:15:435024
5,Audrey,freestyle,00:58:814936,00:58:683944,00:58:358166
5,Audrey,backstroke,00:56:195599,00:55:874160,00:56:725999
5,Audrey,butterfly,00:39:639072,00:39:069287,00:38:970929
5,Audrey,breaststroke,00:52:801856,00:53:413056,00:52:662505
5,Savannah,freestyle,00:56:340362,00:56:782239,00:56:272174
5,Savannah,backstroke,01:08:367703,01:08:678553,01:07:936086
5,Savannah,butterfly,00:57:146333,00:57:485777,00:57:491411
5,Savannah,breaststroke,01:08:616070,01:08:560864,01:08:604147
5,Allison,freestyle,01:08:708769,01:08:744540,01:09:095509
5,Allison,backstroke,01:15:413781,01:16:240129,01:15:480286
5,Allison,butterfly,01:07:869737,01:08:265709,01:08:688065
5,Allison,breaststroke,01:00:529807,01:00:613251,00:59:875584
5,Samantha,freestyle,00:55:402346,00:55:277914,00:55:478290
5,Samantha,backstroke,01:02:772422,01:02:421599,01:02:648277
5,Samantha,butterfly,00:43:903053,00:44:132486,00:43:914479
5,Samantha,breaststroke,00:44:348503,00:44:736342,00:44:916276
6,Emma,freestyle,00:40:348509,00:39:944413,00:40:703299
6,Emma,backstroke,00:57:100377,00:56:230762,00:56:187268
6,Emma,butterfly,00:39:654527,00:39:893615,00:39:942571
6,Emma,breaststroke,00:58:585066,00:58:533852,00:59:378177
6,Olivia,freestyle,00:48:355550,00:48:295173,00:47:935611
6,Olivia,backstroke,00:56:782227,00:57:047509,00:57:456386
6,Olivia,butterfly,01:05:318134,01:05:008181,01:05:254413
6,Olivia,breaststroke,00:50:649371,00:50:056201,00:50:694046
6,Sophia,freestyle,01:03:361373,01:04:009980,01:03:447961
6,Sophia,backstroke,00:38:898670,00:39:464062,00:39:136942
6,Sophia,butterfly,00:59:094637,00:58:891673,00:58:307710
6,Sophia,breaststroke,01:01:112501,01:00:606534,01:01:067968
6,Ava,freestyle,00:57:543921,00:57:169513,00:57:489514
6,Ava,backstroke,01:03:271381,01:03:492793,01:02:977835
6,Ava,butterfly,00:43:149350,00:42:751887,00:43:645238
6,Ava,breaststroke,00:52:694659,00:53:423322,00:53:151911
6,Isabella,freestyle,00:43:584386,00:44:391249,00:43:886726
6,Isabella,backstroke,01:01:343956,01:01:279360,01:01:626751
6,Isabella,butterfly,01:01:563001,01:01:623041,01:01:668782
6,Isabella,breaststroke,00:55:663895,00:55:980307,00:55:879765
6,Mia,freestyle,01:08:778717,01:07:820514,01:08:412498
6,Mia,backstroke,01:02:875507,01:02:337042,01:02:423703
6,Mia,butterfly,01:14:374007,01:14:779230,01:15:141005
6,Mia,breaststroke,01:04:562722,01:04:101101,01:04:212707
6,Abigail,freestyle,01:09:781124,01:09:811708,01:09:949050
6,Abigail,backstroke,01:17:558872,01:16:847979,01:16:891456
6,Abigail,butterfly,00:55:834064,00:55:113844,00:55:293234
6,Abigail,breaststroke,00:46:741215,00:47:271188,00:46:594486
6,Emily,freestyle,00:57:243583,00:57:105544,00:57:776469
6,Emily,backstroke,00:53:884735,00:53:016098,00:53:485650
6,Emily,butterfly,01:03:905424,01:04:419432,01:03:875629
6,Emily,breaststroke,01:06:512425,01:05:724059,01:06:408537
6,Charlotte,freestyle,01:04:355278,01:04:235750,01:04:593114
6,Charlotte,backstroke,01:08:859106,01:09:091656,01:08:977953
6,Charlotte,butterfly,00:57:263922,00:57:024932,00:57:446491
6,Charlotte,breaststroke,00:53:818356,00:52:980679,00:53:693159
6,Harper,freestyle,01:00:294270,00:59:848964,00:59:752716
6,Harper,backstroke,01:04:195824,01:03:897420,01:04:399738
6,Harper,butterfly,01:00:386287,01:00:438288,01:00:507808
6,Harper,breaststroke,01:09:849740,01:09:957393,01:09:308129
6,Madison,freestyle,00:51:789858,00:52:543167,00:52:155456
6,Madison,backstroke,00:57:002694,00:57:669561,00:56:953323
6,Madison,butterfly,00:54:653972,00:54:763300,00:54:722210
6,Madison,breaststroke,00:53:946787,00:53:385836,00:53:082350
6,Amelia,freestyle,01:03:239712,01:03:538581,01:04:087523
6,Amelia,backstroke,01:09:338852,01:09:633317,01:09:708758
6,Amelia,butterfly,00:52:433711,00:52:440433,00:51:925605
6,Amelia,breaststroke,00:54:428684,00:54:714100,00:54:039741
6,Elizabeth,freestyle,00:39:632662,00:38:955758,00:38:894379
6,Elizabeth,backstroke,00:47:599920,00:48:035085,00:47:611304
6,Elizabeth,butterfly,00:44:577353,00:45:042392,00:44:802604
6,Elizabeth,breaststroke,00:47:181041,00:47:285999,00:46:757828
6,Sofia,freestyle,00:59:187430,00:58:630178,00:58:903247
6,Sofia,backstroke,00:52:034562,00:51:682285,00:52:455409
6,Sofia,butterfly,01:03:237511,01:03:697349,01:03:062877
6,Sofia,breaststroke,01:09:962231,01:09:374862,01:09:435901
6,Evelyn,freestyle,00:47:981292,00:47:954804,00:47:439569
6,Evelyn,backstroke,01:17:995325,01:17:559534,01:18:092388
6,Evelyn,butterfly,00:50:010160,00:50:516053,00:50:720212
6,Evelyn,breaststroke,01:16:236509,01:15:866330,01:15:449403
6,Avery,freestyle,00:53:484898,00:53:252373,00:53:682356
6,Avery,backstroke,01:09:526450,01:09:388609,01:10:089224
6,Avery,butterfly,00:49:735485,00:50:546273,00:50:039373
6,Avery,breaststroke,00:49:788925,00:49:817109,00:49:538079
6,Chloe,freestyle,00:52:369636,00:52:436662,00:52:085685
6,Chloe,backstroke,01:08:583505,01:08:309830,01:08:250419
6,Chloe,butterfly,01:03:701818,01:03:381649,01:03:556562
6,Chloe,breaststroke,00:52:366277,00:51:873232,00:51:773636
6,Ella,freestyle,01:07:373329,01:07:728676,01:07:491102
6,Ella,backstroke,00:55:142402,00:54:869811,00:54:595243
6,Ella,butterfly,01:01:308102,01:01:349292,01:01:376146
6,Ella,breaststroke,01:00:661671,01:00:600544,01:00:268847
6,Grace,freestyle,00:54:479855,00:54:509573,00:54:496849
6,Grace,backstroke,00:51:260090,00:51:180102,00:50:684052
6,Grace,butterfly,01:03:337218,01:03:500417,01:02:905671
6,Grace,breaststroke,00:47:972214,00:48:061572,00:48:641230
6,Victoria,freestyle,01:03:276554,01:02:982380,01:03:064788
6,Victoria,backstroke,00:53:543786,00:53:240504,00:52:969289
6,Victoria,butterfly,01:02:500445,01:02:127563,01:02:566959
6,Victoria,breaststroke,01:07:000813,01:06:550324,01:06:657761
6,Aubrey,freestyle,00:34:997399,00:34:950688,00:34:869864
6,Aubrey,backstroke,00:50:682668,00:50:407464,00:50:226146
6,Aubrey,butterfly,00:52:228649,00:52:841047,00:52:024169
6,Aubrey,breaststroke,00:56:989018,00:56:813627,00:56:132591
6,Scarlett,freestyle,01:06:993212,01:06:759144,01:07:118567
6,Scarlett,backstroke,00:57:450918,00:57:392200,00:57:647477
6,Scarlett,butterfly,00:52:729066,00:51:986180,00:52:003757
6,Scarlett,breaststroke,01:11:043589,01:10:917748,01:10:909823
6,Zoey,freestyle,01:04:903587,01:04:925233,01:04:177285
6,Zoey,backstroke,00:50:412011,00:50:542227,00:50:443176
6,Zoey,butterfly,00:46:864810,00:47:677089,00:47:772366
6,Zoey,breaststroke,00:59:485224,00:59:170830,00:59:591199
6,Addison,freestyle,00:36:866091,00:36:000074,00:36:715686
6,Addison,backstroke,00:42:714087,00:42:857013,00:42:505183
6,Addison,butterfly,00:56:938199,00:56:912503,00:57:267302
6,Addison,breaststroke,00:55:550394,00:55:460242,00:55:269394
6,Lily,freestyle,00:49:676106,00:49:982663,00:49:326185
6,Lily,backstroke,00:57:473405,00:57:715855,00:57:956291
6,Lily,butterfly,00:54:394298,00:54:579616,00:54:297959
6,Lily,breaststroke,01:09:097734,01:08:853114,01:09:191984
6,Lillian,freestyle,00:47:289353,00:47:577621,00:47:831506
6,Lillian,backstroke,00:52:496318,00:53:342885,00:53:316129
6,Lillian,butterfly,01:05:261726,01:04:860439,01:05:223164
6,Lillian,breaststroke,00:37:999480,00:37:908026,00:37:561123
6,Natalie,freestyle,00:41:030661,00:41:400400,00:41:827995
6,Natalie,backstroke,01:09:204192,01:09:630354,01:09:624151
6,Natalie,butterfly,00:56:292653,00:56:580023,00:56:784412
6,Natalie,breaststroke,01:13:539676,01:13:302761,01:13:393567
6,Hannah,freestyle,01:02:473596,01:02:864974,01:03:022169
6,Hannah,backstroke,00:55:396164,00:55:073114,00:55:336366
6,Hannah,butterfly,01:05:677231,01:05:726500,01:05:254719
6,Hannah,breaststroke,01:05:332417,01:05:293162,01:05:153777
6,Aria,freestyle,00:52:284198,00:51:411808,00:52:274118
6,Aria,backstroke,00:48:869875,00:49:556372,00:48:888412
6,Aria,butterfly,00:55:862630,00:56:249285,00:56:002301
6,Aria,breaststroke,00:41:369440,00:41:631738,00:41:460994
6,Layla,freestyle,00:48:442013,00:48:298583,00:47:698644
6,Layla,backstroke,00:50:702585,00:51:412518,00:51:380242
6,Layla,butterfly,00:55:301177,00:55:042729,00:54:968034
6,Layla,breaststroke,00:53:266304,00:53:554237,00:53:294576
6,Brooklyn,freestyle,01:02:809140,01:03:076235,01:03:172779
6,Brooklyn,backstroke,00:47:945909,00:48:597663,00:48:261843
6,Brooklyn,butterfly,00:52:489383,00:51:643475,00:52:418896
6,Brooklyn,breaststroke,01:09:774805,01:09:838605,01:10:070805
6,Alexa,freestyle,00:52:779795,00:52:398505,00:52:717811
6,Alexa,backstroke,00:44:966299,00:44:904678,00:45:001856
6,Alexa,butterfly,00:42:970766,00:43:065277,00:42:923437
6,Alexa,breaststroke,00:44:434714,00:45:025850,00:44:471444
6,Zoe,freestyle,00:36:571180,00:35:928840,00:36:159729
6,Zoe,backstroke,00:53:788091,00:54:329029,00:53:737187
6,Zoe,butterfly,01:10:761787,01:10:655277,01:10:731031
6,Zoe,breaststroke,00:52:994313,00:52:483663,00:52:612999
6,Penelope,freestyle,01:00:176947,00:59:665612,00:59:943336
6,Penelope,backstroke,00:57:233141,00:57:124332,00:57:561604
6,Penelope,butterfly,00:51:421599,00:51:192040,00:51:322395
6,Penelope,breaststroke,00:53:617506,00:53:484724,00:52:826937
6,Riley,freestyle,00:53:719614,00:53:541494,00:52:955536
6,Riley,backstroke,01:14:340504,01:13:960601,01:14:469715
6,Riley,butterfly,00:48:525971,00:48:757812,00:48:042709
6,Riley,breaststroke,00:57:947882,00:57:408109,00:57:829222
6,Leah,freestyle,00:43:385378,00:43:957788,00:44:096312
6,Leah,backstroke,00:46:221090,00:46:412020,00:45:910858
6,Leah,butterfly,00:46:748619,00:46:384896,00:46:550629
6,Leah,breaststroke,01:09:181892,01:09:521415,01:09:196755
6,Audrey,freestyle,00:52:646721,00:52:323382,00:52:469996
6,Audrey,backstroke,00:42:518946,00:42:498575,00:42:964751
6,Audrey,butterfly,00:47:400874,00:47:768762,00:47:480645
6,Audrey,breaststroke,00:48:722676,00:47:886554,00:48:704326
6,Savannah,freestyle,00:58:191612,00:58:217961,00:58:389052
6,Savannah,backstroke,01:05:074083,01:05:276298,01:05:057741
6,Savannah,butterfly,01:07:044327,01:07:927406,01:07:194812
6,Savannah,breaststroke,01:00:771689,01:00:274563,01:00:367252
6,Allison,freestyle,01:02:792758,01:02:955650,01:02:573105
6,Allison,backstroke,00:57:124522,00:57:012989,00:57:222982
6,Allison,butterfly,01:11:114195,01:11:074865,01:11:129845
6,Allison,breaststroke,01:11:166308,01:11:367096,01:10:715370
6,Samantha,freestyle,00:56:569852,00:56:891062,00:56:458318
6,Samantha,backstroke,00:54:884405,00:54:295176,00:54:959039
6,Samantha,butterfly,00:53:064914,00:52:682929,00:52:793362
6,Samantha,breaststroke,00:36:560403,00:36:099040,00:36:482083
7,Emma,freestyle,00:40:654237,00:40:550945,00:40:257936
7,Emma,backstroke,01:08:904505,01:08:856334,01:08:569790
7,Emma,butterfly,00:40:340093,00:40:917289,00:40:976074
7,Emma,breaststroke,01:06:416805,01:06:115570,01:06:518967
7,Olivia,freestyle,00:51:110851,00:51:251581,00:50:961812
7,Olivia,backstroke,00:55:575026,00:55:252907,00:54:633903
7,Olivia,butterfly,00:54:202728,00:54:424300,00:54:432229
7,Olivia,breaststroke,00:49:587094,00:49:624593,00:48:909031
7,Sophia,freestyle,01:06:324348,01:05:910916,01:05:798826
7,Sophia,backstroke,00:36:983126,00:37:126089,00:37:776139
7,Sophia,butterfly,00:59:026900,00:58:480283,00:58:370440
7,Sophia,breaststroke,01:08:368086,01:07:562863,01:08:354220
7,Ava,freestyle,01:12:168576,01:12:590920,01:12:084716
7,Ava,backstroke,00:57:951452,00:57:058456,00:57:453295
7,Ava,butterfly,00:56:647077,00:56:369888,00:57:118678
7,Ava,breaststroke,00:45:832106,00:46:118632,00:45:900315
7,Isabella,freestyle,00:53:551958,00:53:073077,00:53:910853
7,Isabella,backstroke,01:02:433348,01:01:934137,01:01:547518
7,Isabella,butterfly,00:46:598106,00:46:606891,00:47:038055
7,Isabella,breaststroke,01:01:333595,01:01:666940,01:01:443714
7,Mia,freestyle,01:14:459057,01:14:634378,01:14:417426
7,Mia,backstroke,01:06:161439,01:05:985423,01:05:885238
7,Mia,butterfly,01:14:894080,01:14:516124,01:14:443985
7,Mia,breaststroke,00:55:851283,00:55:324587,00:55:749630
7,Abigail,freestyle,00:56:393118,00:57:182974,00:57:373855
7,Abigail,backstroke,01:05:679921,01:06:075991,01:05:751727
7,Abigail,butterfly,01:00:310173,01:00:386305,01:00:884845
7,Abigail,breaststroke,00:45:959354,00:46:488435,00:46:262570
7,Emily,freestyle,01:01:184871,01:00:472705,01:00:814213
7,Emily,backstroke,00:44:838359,00:44:828674,00:45:065362
7,Emily,butterfly,01:02:141066,01:01:925361,01:02:568312
7,Emily,breaststroke,01:02:528359,01:02:891674,01:03:192319
7,Charlotte,freestyle,00:52:656683,00:52:207605,00:52:628897
7,Charlotte,backstroke,01:01:632178,01:01:338739,01:02:280676
7,Charlotte,butterfly,00:44:617770,00:45:088228,00:44:865698
7,Charlotte,breaststroke,01:02:934475,01:02:157533,01:02:306264
7,Harper,freestyle,00:59:977341,01:00:066828,00:59:550057
7,Harper,backstroke,00:59:740878,00:58:957885,00:59:859518
7,Harper,butterfly,00:58:988905,00:58:490689,00:58:681875
7,Harper,breaststroke,01:00:656533,01:00:978684,01:00:141963
7,Madison,freestyle,00:46:536723,00:46:896813,00:46:297700
7,Madison,backstroke,00:57:821948,00:57:326917,00:57:825108
7,Madison,butterfly,00:41:935844,00:42:271091,00:42:353711
7,Madison,breaststroke,00:50:889424,00:50:411592,00:50:130247
7,Amelia,freestyle,00:58:657271,00:58:595511,00:57:968262
7,Amelia,backstroke,01:07:269271,01:07:212071,01:07:612498
7,Amelia,butterfly,00:56:224758,00:56:725728,00:56:721764
7,Amelia,breaststroke,01:08:135997,01:08:719698,01:08:159232
7,Elizabeth,freestyle,00:40:012178,00:39:750463,00:39:811095
7,Elizabeth,backstroke,00:58:293360,00:57:921955,00:57:861180
7,Elizabeth,butterfly,00:49:912460,00:49:824683,00:49:243803
7,Elizabeth,breaststroke,00:44:474836,00:44:430487,00:44:230432
7,Sofia,freestyle,01:07:749374,01:07:190977,01:07:301828
7,Sofia,backstroke,01:07:098785,01:06:865637,01:06:815767
7,Sofia,butterfly,00:56:591875,00:56:580310,00:56:137831
7,Sofia,breaststroke,00:57:869411,00:57:199994,00:57:546045
7,Evelyn,freestyle,00:42:495342,00:42:336738,00:42:842059
7,Evelyn,backstroke,01:17:209096,01:17:270484,01:16:936780
7,Evelyn,butterfly,00:43:056151,00:42:754031,00:43:155227
7,Evelyn,breaststroke,01:16:182599,01:16:082887,01:16:049359
7,Avery,freestyle,00:53:438896,00:52:871177,00:53:089555
7,Avery,backstroke,00:54:798008,00:55:437115,00:54:686118
7,Avery,butterfly,00:56:853650,00:57:460840,00:57:112037
7,Avery,breaststroke,00:44:059339,00:44:638674,00:44:428691
7,Chloe,freestyle,01:05:946482,01:05:844292,01:06:615742
7,Chloe,backstroke,01:00:919822,01:00:007373,01:00:317724
7,Chloe,butterfly,01:02:890821,01:03:166987,01:02:855381
7,Chloe,breaststroke,01:04:996381,01:04:759162,01:05:278400
7,Ella,freestyle,01:00:829241,01:00:752176,01:00:689808
7,Ella,backstroke,00:44:956541,00:45:575697,00:45:348086
7,Ella,butterfly,00:55:481309,00:55:997870,00:55:089798
7,Ella,breaststroke,01:07:904310,01:07:774256,01:08:158327
7,Grace,freestyle,01:07:514826,01:07:365033,01:07:368291
7,Grace,backstroke,00:42:580384,00:42:440385,00:42:993341
7,Grace,butterfly,01:09:862492,01:09:896557,01:09:863711
7,Grace,breaststroke,00:45:537042,00:44:763811,00:44:825801
7,Victoria,freestyle,01:13:811685,01:14:131762,01:14:128322
7,Victoria,backstroke,00:55:295241,00:55:270961,00:55:461952
7,Victoria,butterfly,01:08:405915,01:08:421181,01:08:253976
