Event,Name,Stroke,Time1,Time2,Time3
7,Victoria,breaststroke,01:07:086272,01:06:993963,01:06:837937
7,Aubrey,freestyle,00:47:022818,00:47:853321,00:47:124446
7,Aubrey,backstroke,00:54:769082,00:54:728944,00:54:513463
7,Aubrey,butterfly,00:54:774450,00:54:533338,00:54:654961
7,Aubrey,breaststroke,01:12:341055,01:12:663886,01:12:334998
7,Scarlett,freestyle,01:05:430915,01:05:015680,01:04:962573
7,Scarlett,backstroke,00:47:789369,00:47:816791,00:48:554728
7,Scarlett,butterfly,00:42:980716,00:42:983305,00:43:233125
7,Scarlett,breaststroke,01:10:429013,01:11:203734,01:11:073876
7,Zoey,freestyle,00:48:246590,00:47:934868,00:47:873631
7,Zoey,backstroke,00:42:943331,00:43:071524,00:43:064805
7,Zoey,butterfly,00:57:041273,00:56:668476,00:57:149982
7,Zoey,breaststroke,00:59:703727,01:00:326099,01:00:398993
7,Addison,freestyle,00:40:342835,00:40:442049,00:40:327447
7,Addison,backstroke,00:58:054237,00:58:796568,00:57:805069
7,Addison,butterfly,00:47:626855,00:46:984270,00:47:419443
7,Addison,breaststroke,01:05:580458,01:05:808972,01:05:437128
7,Lily,freestyle,00:55:844070,00:56:322579,00:55:787588
7,Lily,backstroke,00:52:863405,00:52:706262,00:53:174853
7,Lily,butterfly,00:59:999727,00:59:995965,01:00:329828
7,Lily,breaststroke,00:58:986370,00:59:410678,00:58:850328
7,Lillian,freestyle,00:47:259294,00:47:862802,00:47:830788
7,Lillian,backstroke,01:03:429299,01:03:714958,01:03:436800
7,Lillian,butterfly,00:50:098995,00:50:709563,00:50:195447
7,Lillian,breaststroke,00:48:921111,00:48:975634,00:49:220659
7,Natalie,freestyle,00:47:166863,00:46:914148,00:46:702783
7,Natalie,backstroke,00:52:612839,00:52:771493,00:52:837130
7,Natalie,butterfly,00:54:840615,00:54:678591,00:54:926677
7,Natalie,breaststroke,01:06:906905,01:07:035339,01:06:688389
7,Hannah,freestyle,01:09:303279,01:09:134293,01:09:689525
7,Hannah,backstroke,01:00:591148,01:00:704629,01:00:028374
7,Hannah,butterfly,00:59:254242,01:00:138072,00:59:488726
7,Hannah,breaststroke,00:57:315822,00:57:364503,00:57:837448
7,Aria,freestyle,00:58:158702,00:57:672364,00:58:394916
7,Aria,backstroke,00:47:831277,00:47:676647,00:48:346484
7,Aria,butterfly,01:01:740667,01:02:123493,01:02:620398
7,Aria,breaststroke,00:41:594886,00:42:464420,00:41:741255
7,Layla,freestyle,00:56:278357,00:55:701059,00:56:511922
7,Layla,backstroke,00:56:820585,00:56:634898,00:57:474019
7,Layla,butterfly,00:36:657880,00:36:758012,00:36:936568
7,Layla,breaststroke,00:40:324763,00:40:467424,00:40:941831
7,Brooklyn,freestyle,00:51:950836,00:52:685538,00:52:578185
7,Brooklyn,backstroke,00:51:345449,00:51:920973,00:51:251147
7,Brooklyn,butterfly,00:56:234944,00:56:202271,00:56:650345
7,Brooklyn,breaststroke,01:09:058915,01:08:877536,01:08:823308
7,Alexa,freestyle,00:51:361402,00:52:154057,00:51:698617
7,Alexa,backstroke,00:49:416560,00:50:342472,00:49:707082
7,Alexa,butterfly,00:48:340694,00:48:449836,00:47:766420
7,Alexa,breaststroke,00:43:057670,00:43:227162,00:43:021018
7,Zoe,freestyle,00:38:649800,00:38:792312,00:39:126428
7,Zoe,backstroke,00:56:078067,00:56:090777,00:55:803177
7,Zoe,butterfly,01:09:697699,01:09:253019,01:09:448178
7,Zoe,breaststroke,00:41:273300,00:41:705605,00:41:129202
7,Penelope,freestyle,01:07:492074,01:07:325478,01:08:036257
7,Penelope,backstroke,00:42:999867,00:42:925619,00:43:768527
7,Penelope,butterfly,00:50:546160,00:50:042587,00:50:425989
7,Penelope,breaststroke,00:46:094394,00:46:302600,00:46:750766
7,Riley,freestyle,01:07:133935,01:06:645505,01:07:244850
7,Riley,backstroke,01:05:571436,01:06:445145,01:05:944394
7,Riley,butterfly,01:05:054038,01:04:801602,01:04:908188
7,Riley,breaststroke,00:59:691176,00:59:469562,00:59:736917
7,Leah,freestyle,00:52:993854,00:52:324447,00:52:838479
7,Leah,backstroke,00:44:570801,00:44:357148,00:44:070719
7,Leah,butterfly,00:40:901705,00:40:696495,00:41:145299
7,Leah,breaststroke,01:14:740404,01:14:832941,01:14:408611
7,Audrey,freestyle,00:53:748095,00:53:521966,00:52:987408
7,Audrey,backstroke,00:41:413311,00:42:009979,00:41:382966
7,Audrey,butterfly,00:34:632121,00:34:585881,00:34:435631
7,Audrey,breaststroke,00:56:607886,00:56:454388,00:56:906629
7,Savannah,freestyle,00:51:113179,00:51:931339,00:51:307330
7,Savannah,backstroke,00:59:894140,01:00:131814,00:59:391342
7,Savannah,butterfly,01:07:446584,01:07:423006,01:07:818915
7,Savannah,breaststroke,01:11:926688,01:11:849266,01:11:223162
7,Allison,freestyle,01:03:559113,01:03:017692,01:03:322161
7,Allison,backstroke,01:03:423013,01:02:581871,01:02:968166
7,Allison,butterfly,01:12:112017,01:12:278087,01:11:310149
7,Allison,breaststroke,01:05:096167,01:04:733604,01:05:524788
7,Samantha,freestyle,00:53:502995,00:53:010299,00:53:089674
7,Samantha,backstroke,01:02:387776,01:01:878957,01:01:946722
7,Samantha,butterfly,00:54:139660,00:53:892040,00:53:388479
7,Samantha,breaststroke,00:45:970223,00:46:008708,00:45:375571
8,Emma,freestyle,00:48:689673,00:49:302742,00:48:673688
8,Emma,backstroke,01:03:466621,01:03:476083,01:03:174512
8,Emma,butterfly,00:55:652616,00:56:305593,00:56:100896
8,Emma,breaststroke,01:07:682818,01:07:426941,01:07:422739
8,Olivia,freestyle,00:34:737073,00:33:899207,00:34:070490
8,Olivia,backstroke,00:56:356880,00:56:503102,00:56:823362
8,Olivia,butterfly,01:08:023256,01:07:580110,01:07:477708
8,Olivia,breaststroke,00:50:437802,00:49:906980,00:49:826625
8,Sophia,freestyle,00:54:714222,00:54:917710,00:54:485323
8,Sophia,backstroke,00:53:260869,00:52:501907,00:53:109505
8,Sophia,butterfly,01:04:403031,01:04:021123,01:04:139452
8,Sophia,breaststroke,01:01:735563,01:02:441024,01:02:176949
8,Ava,freestyle,00:58:022150,00:58:559857,00:58:180936
8,Ava,backstroke,00:55:981072,00:55:347790,00:55:574537
8,Ava,butterfly,00:57:527309,00:57:281831,00:56:900436
8,Ava,breaststroke,00:39:859200,00:39:670326,00:39:386401
8,Isabella,freestyle,00:45:530041,00:45:151322,00:45:629425
8,Isabella,backstroke,00:59:356034,00:59:631960,00:59:582588
8,Isabella,butterfly,00:49:821137,00:49:575638,00:49:762618
8,Isabella,breaststroke,01:01:218472,01:01:379118,01:01:223321
8,Mia,freestyle,01:17:543947,01:17:387027,01:17:436350
8,Mia,backstroke,01:06:738452,01:06:570284,01:06:637314
8,Mia,butterfly,01:13:982475,01:13:371469,01:13:122400
8,Mia,breaststroke,00:52:180400,00:52:051365,00:52:108555
8,Abigail,freestyle,01:02:686541,01:02:073681,01:02:418371
8,Abigail,backstroke,01:07:658882,01:07:460692,01:08:396189
8,Abigail,butterfly,00:51:431225,00:51:981923,00:51:945474
8,Abigail,breaststroke,00:44:183537,00:44:370323,00:43:758424
8,Emily,freestyle,01:05:225432,01:05:054626,01:04:562536
8,Emily,backstroke,00:56:101926,00:55:459451,00:55:451940
8,Emily,butterfly,00:57:223952,00:57:197382,00:56:938556
8,Emily,breaststroke,01:01:654050,01:01:744982,01:01:518863
8,Charlotte,freestyle,01:07:587193,01:07:560154,01:07:482800
8,Charlotte,backstroke,01:12:414985,01:13:185427,01:13:156216
8,Charlotte,butterfly,00:59:144050,00:59:246409,00:58:999308
8,Charlotte,breaststroke,00:43:797546,00:44:130897,00:43:981619
8,Harper,freestyle,01:07:556723,01:07:248975,01:07:194914
8,Harper,backstroke,00:56:722232,00:57:025617,00:56:789526
8,Harper,butterfly,01:09:637905,01:09:348153,01:09:423195
8,Harper,breaststroke,00:56:797118,00:56:537561,00:56:602358
8,Madison,freestyle,00:41:191654,00:41:469621,00:40:932060
8,Madison,backstroke,01:04:237835,01:04:725465,01:04:050475
8,Madison,butterfly,00:46:925046,00:47:018733,00:46:383778
8,Madison,breaststroke,00:48:803150,00:49:317818,00:49:075059
8,Amelia,freestyle,01:03:840758,01:03:526478,01:04:134042
8,Amelia,backstroke,00:57:123524,00:57:830385,00:57:469361
8,Amelia,butterfly,00:50:985216,00:51:211731,00:50:873536
8,Amelia,breaststroke,01:06:358351,01:06:684231,01:06:156374
8,Elizabeth,freestyle,00:35:392487,00:35:635598,00:35:446756
8,Elizabeth,backstroke,00:40:328163,00:40:505863,00:40:013692
8,Elizabeth,butterfly,00:40:403061,00:40:488805,00:40:228261
8,Elizabeth,breaststroke,00:40:618165,00:40:879887,00:40:546563
8,Sofia,freestyle,01:10:039903,01:10:084361,01:09:823464
8,Sofia,backstroke,01:06:207895,01:07:028580,01:06:292639
8,Sofia,butterfly,01:01:274256,01:01:269535,01:01:307321
8,Sofia,breaststroke,00:59:755331,00:59:869694,01:00:116597
8,Evelyn,freestyle,00:47:632955,00:48:083260,00:47:554311
8,Evelyn,backstroke,01:02:675169,01:02:171164,01:02:719435
8,Evelyn,butterfly,00:48:030024,00:48:409214,00:47:829671
8,Evelyn,breaststroke,01:04:143719,01:04:286655,01:03:925298
8,Avery,freestyle,00:49:449470,00:49:915501,00:49:829228
8,Avery,backstroke,01:05:394251,01:05:533934,01:05:282708
8,Avery,butterfly,00:47:160409,00:47:262431,00:46:729604
8,Avery,breaststroke,00:45:458921,00:45:410080,00:45:341039
8,Chloe,freestyle,00:59:908549,00:59:781842,00:59:723978
8,Chloe,backstroke,01:11:979715,01:11:614609,01:12:199411
8,Chloe,butterfly,00:59:569933,00:59:109185,00:59:997575
8,Chloe,breaststroke,01:00:666223,01:01:277116,01:01:326032
8,Ella,freestyle,01:00:633686,01:01:150595,01:00:736638
8,Ella,backstroke,00:53:432816,00:53:108072,00:53:139742
8,Ella,butterfly,00:56:885845,00:56:981854,00:56:306412
8,Ella,breaststroke,01:06:236627,01:05:635997,01:05:485086
8,Grace,freestyle,00:51:246880,00:51:741822,00:51:288080
8,Grace,backstroke,00:41:761734,00:41:766670,00:41:846942
8,Grace,butterfly,00:56:557928,00:56:284334,00:56:280230
8,Grace,breaststroke,00:58:202478,00:58:980194,00:58:801290
8,Victoria,freestyle,01:05:995027,01:05:754951,01:05:224278
8,Victoria,backstroke,00:46:183376,00:46:142001,00:46:071857
8,Victoria,butterfly,01:06:875944,01:07:300045,01:07:014232
8,Victoria,breaststroke,01:03:350093,01:04:000393,01:03:837625
8,Aubrey,freestyle,00:53:592159,00:53:556352,00:53:189023
8,Aubrey,backstroke,00:50:772487,00:51:640350,00:51:602085
8,Aubrey,butterfly,00:46:520988,00:47:120440,00:46:822011
8,Aubrey,breaststroke,01:11:392127,01:11:970067,01:12:043523
8,Scarlett,freestyle,00:54:819113,00:54:632827,00:54:562903
8,Scarlett,backstroke,00:55:807216,00:55:648202,00:56:188781
8,Scarlett,butterfly,00:40:824033,00:41:244407,00:40:953546
8,Scarlett,breaststroke,01:07:741134,01:07:925782,01:07:447577
8,Zoey,freestyle,00:49:476873,00:49:495371,00:49:351874
8,Zoey,backstroke,01:00:874411,01:01:610360,01:01:346237
8,Zoey,butterfly,00:45:811739,00:46:370175,00:46:493626
8,Zoey,breaststroke,00:56:001624,00:56:117252,00:56:608831
8,Addison,freestyle,00:43:937541,00:44:040705,00:43:867181
8,Addison,backstroke,00:44:318941,00:43:948305,00:43:679388
8,Addison,butterfly,01:00:532524,01:01:178123,01:00:742943
8,Addison,breaststroke,00:58:017828,00:57:878113,00:57:603269
8,Lily,freestyle,00:43:044038,00:43:155068,00:42:874883
8,Lily,backstroke,01:09:618967,01:09:052895,01:09:706939
8,Lily,butterfly,00:56:333171,00:56:506779,00:56:873546
8,Lily,breaststroke,01:11:712087,01:11:268303,01:12:206998
8,Lillian,freestyle,00:48:984160,00:48:600043,00:48:723276
8,Lillian,backstroke,01:01:839177,01:01:797243,01:01:927681
8,Lillian,butterfly,00:49:777942,00:49:708697,00:50:338888
8,Lillian,breaststroke,00:37:746822,00:38:313359,00:38:126114
8,Natalie,freestyle,00:51:710708,00:51:842840,00:51:578252
8,Natalie,backstroke,01:12:161950,01:11:965632,01:11:498596
8,Natalie,butterfly,00:54:003579,00:54:676820,00:54:373883
8,Natalie,breaststroke,01:10:954589,01:11:041509,01:11:047966
8,Hannah,freestyle,01:04:956231,01:05:354198,01:05:336145
8,Hannah,backstroke,00:56:908067,00:56:783984,00:57:361162
8,Hannah,butterfly,01:04:725327,01:04:561938,01:04:871585
8,Hannah,breaststroke,01:07:319193,01:07:004791,01:07:184675
8,Aria,freestyle,00:57:440695,00:57:619616,00:58:199085
8,Aria,backstroke,00:40:959774,00:41:314024,00:40:660747
8,Aria,butterfly,00:56:015817,00:56:871889,00:56:532364
8,Aria,breaststroke,00:42:223468,00:42:356302,00:42:268676
8,Layla,freestyle,01:05:567107,01:06:281171,01:06:198655
8,Layla,backstroke,01:06:534384,01:05:955525,01:06:292732
8,Layla,butterfly,00:37:115375,00:37:576848,00:37:293411
8,Layla,breaststroke,00:36:547569,00:36:330738,00:36:228880
8,Brooklyn,freestyle,00:54:121431,00:54:169652,00:54:060990
8,Brooklyn,backstroke,01:06:089469,01:05:926679,01:06:447541
8,Brooklyn,butterfly,01:04:409855,01:03:861073,01:04:259465
8,Brooklyn,breaststroke,00:59:412038,00:59:524620,00:58:837104
8,Alexa,freestyle,00:57:353029,00:57:297573,00:57:785099
8,Alexa,backstroke,00:55:583353,00:55:973732,00:55:880819
8,Alexa,butterfly,00:39:980543,00:40:010311,00:40:123045
8,Alexa,breaststroke,00:48:479919,00:48:264418,00:48:807826
8,Zoe,freestyle,00:42:340231,00:42:830186,00:42:218644
8,Zoe,backstroke,01:06:392323,01:06:087720,01:06:216772
8,Zoe,butterfly,01:07:324215,01:07:281965,01:07:766214
8,Zoe,breaststroke,00:50:780944,00:50:951424,00:51:021998
8,Penelope,freestyle,01:03:124414,01:02:777293,01:02:669695
8,Penelope,backstroke,00:44:700081,00:44:953637,00:44:579304
8,Penelope,butterfly,00:42:612975,00:42:464450,00:42:060286
8,Penelope,breaststroke,00:59:066875,00:58:683011,00:58:876796
8,Riley,freestyle,00:56:146377,00:55:696405,00:55:546254
8,Riley,backstroke,01:04:861861,01:04:598474,01:04:659287
8,Riley,butterfly,00:51:033527,00:51:067263,00:51:378999
8,Riley,breaststroke,00:58:661263,00:59:152126,00:59:315160
8,Leah,freestyle,00:53:696810,00:53:463021,00:53:629583
8,Leah,backstroke,00:43:095501,00:43:174987,00:42:488858
8,Leah,butterfly,00:47:347997,00:47:068968,00:47:052903
8,Leah,breaststroke,01:11:829487,01:12:105428,01:12:117860
8,Audrey,freestyle,00:53:051387,00:53:059841,00:53:510274
8,Audrey,backstroke,00:47:554321,00:47:543935,00:47:407413
8,Audrey,butterfly,00:46:705372,00:46:567786,00:46:512938
8,Audrey,breaststroke,01:02:962952,01:03:448260,01:03:401565
8,Savannah,freestyle,00:44:110173,00:44:108541,00:43:546886
8,Savannah,backstroke,01:13:277421,01:13:286504,01:12:465313
8,Savannah,butterfly,00:58:444480,00:58:158126,00:57:650721
8,Savannah,breaststroke,01:01:388092,01:00:897684,01:01:693641
8,Allison,freestyle,01:13:261017,01:12:552569,01:12:363950
8,Allison,backstroke,00:56:058636,00:55:995990,00:56:520428
8,Allison,butterfly,00:58:883752,00:58:800450,00:58:572925
8,Allison,breaststroke,01:05:737187,01:05:902335,01:06:418514
8,Samantha,freestyle,00:48:902238,00:48:824609,00:49:088389
8,Samantha,backstroke,01:07:772366,01:07:419415,01:07:220304
8,Samantha,butterfly,00:42:570826,00:43:079942,00:42:695308
8,Samantha,breaststroke,00:38:634708,00:38:207826,00:38:345513
9,Emma,freestyle,00:33:630688,00:34:053622,00:34:184839
9,Emma,backstroke,01:10:367495,01:10:933072,01:10:727660
9,Emma,butterfly,00:53:625859,00:53:388068,00:53:604304
9,Emma,breaststroke,00:55:344000,00:55:384235,00:55:028966
9,Olivia,freestyle,00:53:479886,00:52:804630,00:53:277810
9,Olivia,backstroke,01:00:628399,01:01:189491,01:00:964311
9,Olivia,butterfly,01:06:170413,01:05:603125,01:05:287379
9,Olivia,breaststroke,00:56:565513,00:56:081408,00:56:736948
9,Sophia,freestyle,00:57:369889,00:57:442190,00:56:822981
9,Sophia,backstroke,00:51:798824,00:51:857553,00:51:097809
9,Sophia,butterfly,01:06:153831,01:05:987500,01:06:082122
9,Sophia,breaststroke,01:02:021895,01:02:532950,01:02:049959
9,Ava,freestyle,00:57:249722,00:57:566423,00:57:945745
9,Ava,backstroke,01:12:918603,01:13:537435,01:12:879118
9,Ava,butterfly,00:47:596977,00:48:339804,00:48:393868
9,Ava,breaststroke,00:47:817854,00:47:152528,00:46:883708
9,Isabella,freestyle,00:58:626651,00:58:282068,00:58:527040
9,Isabella,backstroke,01:07:944894,01:08:450114,01:08:066253
9,Isabella,butterfly,01:00:064689,01:00:272240,00:59:670004
9,Isabella,breaststroke,00:49:821644,00:49:235802,00:49:570424
9,Mia,freestyle,01:09:376576,01:09:591671,01:10:143711
9,Mia,backstroke,00:55:882599,00:55:834327,00:55:419593
9,Mia,butterfly,01:11:411205,01:11:761899,01:11:774208
9,Mia,breaststroke,00:55:090621,00:54:769151,00:55:484126
9,Abigail,freestyle,01:11:003584,01:10:682878,01:11:204837
9,Abigail,backstroke,01:08:271145,01:08:293791,01:07:887091
9,Abigail,butterfly,00:45:118846,00:45:175309,00:45:149451
9,Abigail,breaststroke,01:00:226545,00:59:634579,01:00:055048
9,Emily,freestyle,00:57:350409,00:57:317864,00:57:889523
9,Emily,backstroke,00:47:104422,00:46:489687,00:46:240976
9,Emily,butterfly,00:58:054448,00:58:647548,00:58:281645
9,Emily,breaststroke,01:15:490710,01:15:444158,01:15:104147
9,Charlotte,freestyle,01:10:918779,01:11:725033,01:11:626999
9,Charlotte,backstroke,01:08:278858,01:08:009759,01:08:372847
9,Charlotte,butterfly,00:58:127561,00:58:366145,00:58:540615
9,Charlotte,breaststroke,00:47:937369,00:47:381784,00:47:845593
9,Harper,freestyle,00:57:818010,00:58:026362,00:57:980316
9,Harper,backstroke,01:04:080768,01:03:666506,01:04:113311
9,Harper,butterfly,01:05:415209,01:05:733984,01:05:885998
9,Harper,breaststroke,01:05:706037,01:05:306001,01:05:789601
9,Madison,freestyle,00:54:444945,00:54:584123,00:54:448408
9,Madison,backstroke,01:00:827459,01:00:672382,01:00:650943
9,Madison,butterfly,00:56:401891,00:56:361309,00:57:068117
9,Madison,breaststroke,00:57:978406,00:58:178215,00:58:053706
9,Amelia,freestyle,01:02:407677,01:02:404818,01:02:745008
9,Amelia,backstroke,01:03:565431,01:03:783083,01:04:199166
9,Amelia,butterfly,00:47:218436,00:47:123153,00:47:370875
9,Amelia,breaststroke,01:11:990019,01:11:721734,01:11:018169
9,Elizabeth,freestyle,00:47:685939,00:48:284796,00:48:422177
9,Elizabeth,backstroke,00:47:576458,00:47:439831,00:47:753149
9,Elizabeth,butterfly,00:49:808901,00:49:705474,00:49:115522
9,Elizabeth,breaststroke,00:49:702825,00:50:056666,00:49:889715
9,Sofia,freestyle,01:00:966160,01:00:574699,01:00:151403
9,Sofia,backstroke,00:54:458628,00:54:991578,00:54:414073
9,Sofia,butterfly,00:58:722904,00:58:183614,00:58:333416
9,Sofia,breaststroke,00:53:716901,00:53:498026,00:53:596904
9,Evelyn,freestyle,00:48:411258,00:48:552390,00:48:620158
9,Evelyn,backstroke,01:17:106820,01:17:745157,01:17:828771
9,Evelyn,butterfly,00:47:338666,00:46:608274,00:46:796981
9,Evelyn,breaststroke,01:12:488955,01:12:416656,01:12:552800
9,Avery,freestyle,00:49:370488,00:49:031718,00:49:114854
9,Avery,backstroke,01:05:398615,01:04:851602,01:04:919770
9,Avery,butterfly,00:45:317454,00:45:173657,00:45:249657
9,Avery,breaststroke,00:39:795924,00:39:877613,00:39:797896
9,Chloe,freestyle,01:06:232492,01:06:334930,01:06:058535
9,Chloe,backstroke,01:11:551594,01:11:682410,01:11:429625
9,Chloe,butterfly,00:58:344967,00:58:660980,00:58:210518
9,Chloe,breaststroke,01:02:076831,01:01:931364,01:02:291255
9,Ella,freestyle,00:58:026661,00:58:057956,00:58:785496
9,Ella,backstroke,01:02:014087,01:02:683908,01:02:385368
9,Ella,butterfly,00:51:629957,00:52:026087,00:51:413223
9,Ella,breaststroke,00:59:322787,00:58:816048,00:59:000910
9,Grace,freestyle,00:50:711268,00:51:466188,00:51:405642
9,Grace,backstroke,00:35:187208,00:35:211084,00:34:670441
9,Grace,butterfly,00:57:842809,00:57:655764,00:57:908793
9,Grace,breaststroke,00:59:638571,00:59:628504,00:59:210372
9,Victoria,freestyle,01:01:049871,01:00:412633,01:00:674518
9,Victoria,backstroke,00:55:812122,00:55:126793,00:55:697703
9,Victoria,butterfly,01:05:305650,01:05:470456,01:04:766693
9,Victoria,breaststroke,01:01:503164,01:01:379248,01:01:834747
9,Aubrey,freestyle,00:42:025859,00:41:193166,00:41:800913
9,Aubrey,backstroke,00:43:646300,00:43:771794,00:43:801947
9,Aubrey,butterfly,00:45:577222,00:45:707546,00:45:619301
9,Aubrey,breaststroke,00:58:034195,00:57:424859,00:57:953857
9,Scarlett,freestyle,01:00:236748,01:00:297400,01:00:769803
9,Scarlett,backstroke,00:50:268229,00:50:472659,00:50:016618
9,Scarlett,butterfly,00:53:634964,00:53:084621,00:53:109609
9,Scarlett,breaststroke,01:13:571953,01:13:770901,01:13:569706
9,Zoey,freestyle,01:04:171500,01:03:739102,01:04:089827
9,Zoey,backstroke,00:48:516722,00:47:850662,00:48:169019
9,Zoey,butterfly,00:54:142453,00:53:886455,00:54:097051
9,Zoey,breaststroke,00:51:579295,00:50:871972,00:51:316130
9,Addison,freestyle,00:54:702639,00:54:425305,00:54:658332
9,Addison,backstroke,00:56:525383,00:56:555730,00:56:675436
9,Addison,butterfly,00:46:163363,00:45:933372,00:46:219530
9,Addison,breaststroke,01:07:248376,01:06:742811,01:07:016455
9,Lily,freestyle,00:50:061353,00:50:145714,00:50:398907
9,Lily,backstroke,00:57:247771,00:57:272312,00:57:281248
9,Lily,butterfly,00:51:681731,00:51:291192,00:51:834797
9,Lily,breaststroke,00:59:365999,00:59:092782,00:59:718253
9,Lillian,freestyle,00:38:645089,00:38:598199,00:37:778428
9,Lillian,backstroke,00:52:646724,00:52:819208,00:51:922576
9,Lillian,butterfly,01:05:247430,01:05:425075,01:05:356539
9,Lillian,breaststroke,00:39:039841,00:38:688136,00:38:711449
9,Natalie,freestyle,00:52:489061,00:52:557782,00:52:024475
9,Natalie,backstroke,00:52:679594,00:52:791333,00:53:337950
9,Natalie,butterfly,00:48:080700,00:47:647516,00:48:088024
9,Natalie,breaststroke,01:08:649729,01:07:987887,01:08:047241
9,Hannah,freestyle,01:06:105194,01:05:952257,01:05:956856
9,Hannah,backstroke,01:04:599072,01:04:816899,01:04:781074
9,Hannah,butterfly,01:11:898979,01:11:802581,01:11:379248
9,Hannah,breaststroke,00:54:650046,00:54:759815,00:55:356923
9,Aria,freestyle,01:02:595486,01:01:978860,01:02:079762
9,Aria,backstroke,00:55:331293,00:55:635474,00:54:962856
9,Aria,butterfly,00:55:268437,00:55:766360,00:55:899281
9,Aria,breaststroke,00:47:045596,00:46:906540,00:46:537017
9,Layla,freestyle,01:03:372377,01:03:615028,01:03:446131
9,Layla,backstroke,01:00:177712,01:00:523071,01:00:860498
9,Layla,butterfly,00:54:602272,00:54:075324,00:54:135934
9,Layla,breaststroke,00:42:394799,00:42:569334,00:42:763791
9,Brooklyn,freestyle,00:59:681108,00:59:670659,00:59:179530
9,Brooklyn,backstroke,00:59:749361,00:59:722514,00:59:513443
9,Brooklyn,butterfly,01:09:184169,01:08:713914,01:09:325605
9,Brooklyn,breaststroke,01:04:462913,01:04:059412,01:04:543880
9,Alexa,freestyle,00:42:996377,00:42:700275,00:43:065085
9,Alexa,backstroke,00:49:712201,00:49:820768,00:49:009258
9,Alexa,butterfly,00:50:584571,00:50:466115,00:50:461437
9,Alexa,breaststroke,00:53:499440,00:54:474482,00:54:439992
9,Zoe,freestyle,00:35:941059,00:35:786184,00:36:626471
9,Zoe,backstroke,01:06:120368,01:06:031454,01:06:644157
9,Zoe,butterfly,01:08:022422,01:08:397999,01:07:648891
9,Zoe,breaststroke,00:46:549295,00:46:555261,00:46:604714
9,Penelope,freestyle,00:57:496470,00:57:984552,00:57:823655
9,Penelope,backstroke,00:55:261250,00:55:626748,00:55:674979
9,Penelope,butterfly,00:56:489843,00:56:593772,00:57:078757
9,Penelope,breaststroke,00:46:516268,00:46:957266,00:46:458635
9,Riley,freestyle,01:07:716188,01:07:054581,01:07:619053
9,Riley,backstroke,01:06:628478,01:06:789571,01:06:819469
9,Riley,butterfly,01:07:264551,01:07:792053,01:07:126607
9,Riley,breaststroke,01:08:605032,01:08:943818,01:08:883786
9,Leah,freestyle,00:46:867089,00:47:168341,00:47:345172
9,Leah,backstroke,00:45:414792,00:45:433605,00:45:094939
9,Leah,butterfly,00:45:343231,00:45:316252,00:45:602275
9,Leah,breaststroke,01:01:546923,01:01:912004,01:01:557756
9,Audrey,freestyle,00:58:198660,00:58:080779,00:58:365430
9,Audrey,backstroke,00:47:449282,00:47:371418,00:46:715741
9,Audrey,butterfly,00:44:260195,00:44:102375,00:44:191962
9,Audrey,breaststroke,00:59:936337,00:59:338023,00:59:395859
9,Savannah,freestyle,00:42:649096,00:42:908361,00:42:884126
9,Savannah,backstroke,00:59:963889,01:00:709343,01:00:388615
9,Savannah,butterfly,00:53:299953,00:52:747625,00:52:577376
9,Savannah,breaststroke,01:05:057362,01:04:890485,01:05:317760
9,Allison,freestyle,01:01:922503,01:02:212563,01:02:105199
9,Allison,backstroke,00:56:986677,00:56:590724,00:57:425602
9,Allison,butterfly,01:01:022046,01:01:216879,01:00:681203
9,Allison,breaststroke,01:08:728145,01:09:412069,01:09:018390
9,Samantha,freestyle,00:58:299479,00:58:185715,00:58:449380
9,Samantha,backstroke,01:07:317834,01:07:583575,01:07:405354
9,Samantha,butterfly,00:37:967070,00:38:281214,00:38:716211
9,Samantha,breaststroke,00:39:415894,00:39:352236,00:40:002629
